OSIS,NASDAQ,"OSI Systems, Inc.",1690000000.0,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis,
OTTR,NASDAQ,Otter Tail Corporation,1820000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ottr,
OSTK,NASDAQ,"Overstock.com, Inc.",1010000000.0,2002,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ostk,
PCAR,NASDAQ,PACCAR Inc.,24750000000.0,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar,
PPBI,NASDAQ,Pacific Premier Bancorp Inc,1510000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi,
PCRX,NASDAQ,"Pacira Pharmaceuticals, Inc.",1410000000.0,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx,
PACW,NASDAQ,PacWest Bancorp,6010000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw,
PAAS,NASDAQ,Pan American Silver Corp.,2460000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/paas,
PZZA,NASDAQ,"Papa John&#39;s International, Inc.",2020000000.0,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pzza,
PRTK,NASDAQ,"Paratek Pharmaceuticals, Inc. ",605190000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prtk,
PSTB,NASDAQ,Park Sterling Corporation,648510000.0,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb,
PKOH,NASDAQ,Park-Ohio Holdings Corp.,529080000.00000006,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pkoh,
PTNR,NASDAQ,Partner Communications Company Ltd.,876160000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptnr,
PATK,NASDAQ,"Patrick Industries, Inc.",1500000000.0,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/patk,
PEGI,NASDAQ,Pattern Energy Group Inc.,2180000000.0,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pegi,
PDCO,NASDAQ,"Patterson Companies, Inc.",3340000000.0,1992,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pdco,
PTEN,NASDAQ,"Patterson-UTI Energy, Inc.",4630000000.0,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pten,
PAYX,NASDAQ,"Paychex, Inc.",23090000000.0,1983,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/payx,
PCTY,NASDAQ,Paylocity Holding Corporation,2520000000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/pcty,
PYPL,NASDAQ,"PayPal Holdings, Inc.",89430000000.0,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pypl,
CNXN,NASDAQ,"PC Connection, Inc.",710190000.0,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cnxn,
PDCE,NASDAQ,"PDC Energy, Inc.",3370000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdce,
PDFS,NASDAQ,"PDF Solutions, Inc.",504400000.0,2001,Technology,EDP Services,http://www.nasdaq.com/symbol/pdfs,
PDLI,NASDAQ,"PDL BioPharma, Inc.",474570000.0,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/pdli,
PDVW,NASDAQ,"pdvWireless, Inc.",435420000.0,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pdvw,
PGC,NASDAQ,Peapack-Gladstone Financial Corporation,598350000.0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/pgc,
PEGA,NASDAQ,Pegasystems Inc.,4360000000.0,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega,
PENN,NASDAQ,"Penn National Gaming, Inc.",2430000000.0,1994,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/penn,
PVAC,NASDAQ,Penn Virginia Corporation,588740000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pvac,
PFLT,NASDAQ,PennantPark Floating Rate Capital Ltd.,450170000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pflt,
PNNT,NASDAQ,PennantPark Investment Corporation,532960000.00000006,2007,n/a,n/a,http://www.nasdaq.com/symbol/pnnt,
PEBO,NASDAQ,Peoples Bancorp Inc.,584630000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebo,
PBCT,NASDAQ,"People&#39;s United Financial, Inc.",6100000000.0,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbct,
PUB,NASDAQ,People&#39;s Utah Bancorp,545940000.0,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/pub,
PRFT,NASDAQ,"Perficient, Inc.",647570000.0,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/prft,
PETQ,NASDAQ,"PetIQ, Inc.",526740000.0,2017,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/petq,
PETS,NASDAQ,"PetMed Express, Inc.",762570000.0,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pets,
PGTI,NASDAQ,"PGT Innovations, Inc.",734110000.0,2006,Capital Goods,Building Products,http://www.nasdaq.com/symbol/pgti,
PAHC,NASDAQ,Phibro Animal Health Corporation,1440000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pahc,
PLAB,NASDAQ,"Photronics, Inc.",622170000.0,1987,Technology,Semiconductors,http://www.nasdaq.com/symbol/plab,
PICO,NASDAQ,PICO Holdings Inc.,411850000.0,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/pico,
PPC,NASDAQ,Pilgrim&#39;s Pride Corporation,7580000000.0,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/ppc,
PNK,NASDAQ,"Pinnacle Entertainment, Inc.",1520000000.0,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pnk,
PNFP,NASDAQ,"Pinnacle Financial Partners, Inc.",5030000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnfp,
PLYA,NASDAQ,Playa Hotels & Resorts N.V.,1150000000.0,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plya,
PLXS,NASDAQ,Plexus Corp.,2040000000.0,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/plxs,
PLUG,NASDAQ,"Plug Power, Inc.",696230000.0,1999,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/plug,
POOL,NASDAQ,Pool Corporation,4860000000.0,1995,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/pool,
BPOP,NASDAQ,"Popular, Inc.",3370000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpop,
PTLA,NASDAQ,"Portola Pharmaceuticals, Inc.",2870000000.0,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptla,
PCH,NASDAQ,Potlatch Corporation,2109999999.9999998,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pch,
POWI,NASDAQ,"Power Integrations, Inc.",2400000000.0,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/powi,
PKW,NASDAQ,PowerShares BuyBack Achievers Portfolio,1310000000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pkw,
PDP,NASDAQ,PowerShares DWA Momentum Portfolio,1520000000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdp,
PRFZ,NASDAQ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,1750000000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/prfz,
PEY,NASDAQ,PowerShares High Yield Equity Dividend Achievers Portfolio,881060000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pey,
PID,NASDAQ,PowerShares International Dividend Achievers Portfolio,875200000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pid,
KBWB,NASDAQ,PowerShares KBW Bank Portfolio,944660000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwb,
PNQI,NASDAQ,PowerShares Nasdaq Internet Portfolio,452000000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi,
PDBC,NASDAQ,PowerShares Optimum Yield Diversified Commodity Strategy No K-,627970000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdbc,
QQQ,NASDAQ,"PowerShares QQQ Trust, Series 1",56990000000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq,
PSCT,NASDAQ,PowerShares S&P SmallCap Information Technology Portfolio,550820000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psct,
PHO,NASDAQ,PowerShares Water Resources Portfolio,873160000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pho,
PRAA,NASDAQ,"PRA Group, Inc.",1250000000.0,2002,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/praa,
PRAH,NASDAQ,"PRA Health Sciences, Inc.",5280000000.0,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prah,
PFBC,NASDAQ,Preferred Bank,858220000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbc,
PINC,NASDAQ,"Premier, Inc.",1730000000.0,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/pinc,
PSDO,NASDAQ,"Presidio, Inc.",1440000000.0,2017,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/psdo,
PSMT,NASDAQ,"PriceSmart, Inc.",2520000000.0,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/psmt,
PRIM,NASDAQ,Primoris Services Corporation,1440000000.0,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/prim,
PRGS,NASDAQ,Progress Software Corporation,2000000000.0,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs,
PFPT,NASDAQ,"Proofpoint, Inc.",3990000000.0,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt,
BIB,NASDAQ,ProShares Ultra Nasdaq Biotechnology,443460000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib,
TQQQ,NASDAQ,ProShares UltraPro QQQ,2220000000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tqqq,
SQQQ,NASDAQ,ProShares UltraPro Short QQQ,562540000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq,
PSEC,NASDAQ,Prospect Capital Corporation,2130000000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/psec,
PRTA,NASDAQ,Prothena Corporation plc,2330000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta,
PTC,NASDAQ,PTC Inc.,7530000000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc,
PTCT,NASDAQ,"PTC Therapeutics, Inc.",697410000.0,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct,
PLSE,NASDAQ,"Pulse Biosciences, Inc",413720000.0,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse,
PBYI,NASDAQ,Puma Biotechnology Inc,4830000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi,
QADA,NASDAQ,QAD Inc.,745600000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada,
QADB,NASDAQ,QAD Inc.,610130000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb,
QCRH,NASDAQ,"QCR Holdings, Inc.",560200000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh,
QGEN,NASDAQ,Qiagen N.V.,7010000000.0,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen,
QIWI,NASDAQ,QIWI plc,1030000000.0,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi,
QRVO,NASDAQ,"Qorvo, Inc.",9970000000.0,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo,
QCOM,NASDAQ,QUALCOMM Incorporated,94620000000.0,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom,
QSII,NASDAQ,"Quality Systems, Inc.",835370000.0,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii,
QLYS,NASDAQ,"Qualys, Inc.",2120000000.0,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys,
QDEL,NASDAQ,Quidel Corporation,1260000000.0,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel,
QNST,NASDAQ,"QuinStreet, Inc.",424040000.0,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst,
RRD,NASDAQ,R.R. Donnelley & Sons Company,559300000.0,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd,
RDUS,NASDAQ,"Radius Health, Inc.",1260000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus,
RDNT,NASDAQ,"RadNet, Inc.",489210000.0,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt,
RDWR,NASDAQ,Radware Ltd.,838300000.0,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr,
RMBS,NASDAQ,"Rambus, Inc.",1580000000.0,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs,
GOLD,NASDAQ,Randgold Resources Limited,8580000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold,
RPD,NASDAQ,"Rapid7, Inc.",772150000.0,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd,
RAVN,NASDAQ,"Raven Industries, Inc.",1200000000.0,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn,
ROLL,NASDAQ,RBC Bearings Incorporated,2910000000.0,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll,
RDIB,NASDAQ,Reading International Inc,494620000.0,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib,
RP,NASDAQ,"RealPage, Inc.",3650000000.0,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp,
RRGB,NASDAQ,"Red Robin Gourmet Burgers, Inc.",614720000.0,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb,
RRR,NASDAQ,"Red Rock Resorts, Inc.",2870000000.0,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr,
RDFN,NASDAQ,Redfin Corporation,1870000000.0,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/rdfn,
REGN,NASDAQ,"Regeneron Pharmaceuticals, Inc.",43330000000.0,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn,
RGNX,NASDAQ,REGENXBIO Inc.,823240000.0,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx,
RNST,NASDAQ,Renasant Corporation,2000000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst,
REGI,NASDAQ,"Renewable Energy Group, Inc.",458220000.0,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi,
RCII,NASDAQ,Rent-A-Center Inc.,541010000.0,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii,
RGEN,NASDAQ,Repligen Corporation,1630000000.0,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen,
RBCAA,NASDAQ,"Republic Bancorp, Inc.",802210000.0,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa,
FRBK,NASDAQ,"Republic First Bancorp, Inc.",505620000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk,
RECN,NASDAQ,"Resources Connection, Inc.",468490000.0,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn,
ROIC,NASDAQ,Retail Opportunity Investments Corp.,2060000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic,
RTRX,NASDAQ,"Retrophin, Inc.",967310000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx,
RVNC,NASDAQ,"Revance Therapeutics, Inc.",824410000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc,
RYTM,NASDAQ,"Rhythm Pharmaceuticals, Inc.",585100000.0,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rytm,
RIGL,NASDAQ,"Rigel Pharmaceuticals, Inc.",557600000.0,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl,
RMNI,NASDAQ,"Rimini Street, Inc.",539530000.0,2015,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/rmni,
REDU,NASDAQ,RISE Education Cayman Ltd,1400000000.0,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/redu,
ROKU,NASDAQ,"Roku, Inc.",1810000000.0,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/roku,
ROST,NASDAQ,"Ross Stores, Inc.",24980000000.0,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost,
RGLD,NASDAQ,"Royal Gold, Inc.",5830000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld,
RPXC,NASDAQ,RPX Corporation,631620000.0,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc,
RUSHA,NASDAQ,"Rush Enterprises, Inc.",2009999999.9999998,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha,
RUSHB,NASDAQ,"Rush Enterprises, Inc.",1880000000.0,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb,
RUTH,NASDAQ,"Ruth&#39;s Hospitality Group, Inc.",639940000.0,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth,
RYAAY,NASDAQ,Ryanair Holdings plc,26450000000.0,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay,
STBA,NASDAQ,"S&T Bancorp, Inc.",1400000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba,
SBRA,NASDAQ,"Sabra Health Care REIT, Inc.",3460000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra,
SABR,NASDAQ,Sabre Corporation,5230000000.0,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr,
SAFT,NASDAQ,"Safety Insurance Group, Inc.",1230000000.0,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft,
SAGE,NASDAQ,"Sage Therapeutics, Inc.",2390000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage,
SAIA,NASDAQ,"Saia, Inc.",1620000000.0,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia,
SAFM,NASDAQ,"Sanderson Farms, Inc.",3310000000.0,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm,
SASR,NASDAQ,"Sandy Spring Bancorp, Inc.",944020000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr,
SGMO,NASDAQ,"Sangamo Therapeutics, Inc.",974070000.0,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo,
SANM,NASDAQ,Sanmina Corporation,2530000000.0,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm,
SPNS,NASDAQ,Sapiens International Corporation N.V.,684090000.0,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns,
SRPT,NASDAQ,"Sarepta Therapeutics, Inc.",3590000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt,
SBAC,NASDAQ,SBA Communications Corporation,19620000000.0,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbac,
SCSC,NASDAQ,"ScanSource, Inc.",983010000.0,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc,
SCHN,NASDAQ,"Schnitzer Steel Industries, Inc.",763160000.0,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn,
SCHL,NASDAQ,Scholastic Corporation,1290000000.0,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl,
SGMS,NASDAQ,Scientific Games Corp,4320000000.0,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms,
SNI,NASDAQ,"Scripps Networks Interactive, Inc",10440000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni,
SBCF,NASDAQ,Seacoast Banking Corporation of Florida,1050000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf,
STX,NASDAQ,Seagate Technology PLC,10740000000.0,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx,
SHLD,NASDAQ,Sears Holdings Corporation,537230000.0,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld,
SGEN,NASDAQ,"Seattle Genetics, Inc.",8359999999.999999,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen,
SCWX,NASDAQ,SecureWorks Corp.,758860000.0,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx,
SEIC,NASDAQ,SEI Investments Company,10250000000.0,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic,
SIR,NASDAQ,Select Income REIT,2250000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir,
SIGI,NASDAQ,"Selective Insurance Group, Inc.",3410000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi,
SMTC,NASDAQ,Semtech Corporation,2640000000.0,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc,
SNH,NASDAQ,Senior Housing Properties Trust,4500000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh,
SFBS,NASDAQ,"ServisFirst Bancshares, Inc.",2100000000.0,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs,
SHEN,NASDAQ,Shenandoah Telecommunications Co,1730000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen,
SHPG,NASDAQ,Shire plc,43810000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg,
SFLY,NASDAQ,"Shutterfly, Inc.",1340000000.0,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly,
SNNA,NASDAQ,"Sienna Biopharmaceuticals, Inc.",414730000.0,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snna,
SWIR,NASDAQ,"Sierra Wireless, Inc.",631510000.0,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir,
SBNY,NASDAQ,Signature Bank,6920000000.0,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny,
